Fecha;Departamento;Municipio;Día;Hora;Barrio;Zona;Clase de sitio;Arma empleada;Móvil Agresor;Móvil Victima;Edad;Sexo;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;Cantidad
11/12/2016;ANTIOQUIA;YARUMAL;Domingo;10:00:00;CHUZO PELAO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05887000;1
11/12/2016;ATLÁNTICO;BARRANQUILLA (CT);Domingo;1:00:00;7 DE ABRIL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;08001000;1
11/12/2016;BOLÍVAR;CARTAGENA (CT);Domingo;1:50:00;7 DE AGOSTO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;36;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
11/12/2016;CALDAS;CHINCHINÁ;Domingo;10:52:00;GALERIAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;17174000;1
11/12/2016;CAQUETÁ;PUERTO RICO;Domingo;7:40:00;  INSPOLICIA SANTANA RAMOS;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;18592000;1
11/12/2016;CAUCA;ARGELIA;Domingo;9:10:00;EL JARDIN;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;29;FEMENINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19050000;1
11/12/2016;CAUCA;ARGELIA;Domingo;9:10:00;EL JARDIN;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;47;FEMENINO;SEPARADO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19050000;1
11/12/2016;CAUCA;BALBOA;Domingo;18:30:00;VDA LA ESPERANZA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19075000;1
11/12/2016;CAUCA;MIRANDA;Domingo;3:30:00;PIEDRA Y CIELO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19455000;1
11/12/2016;CAUCA;PUERTO TEJADA;Domingo;21:08:00;SANTA ELENA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19573000;1
11/12/2016;CESAR;CHIMICHAGUA;Domingo;2:15:00;VEREDA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;54;MASCULINO;CASADO;COLOMBIA;AGRICULTOR;-;PRIMARIA;20175000;1
11/12/2016;CHOCÓ;ACANDÍ;Domingo;17:15:00;VDA. PEÑALOZA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27006000;1
11/12/2016;CHOCÓ;QUIBDÓ (CT);Domingo;18:10:00;CASCORVA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;1
11/12/2016;CÓRDOBA;LORICA;Domingo;11:00:00;LA CANDELARIA;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;34;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;SECUNDARIA;23417000;1
11/12/2016;CÓRDOBA;MONTERÍA (CT);Domingo;11:00:00;CGTO EL COCUELO;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;51;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;ANALFABETA;23001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;15:30:00;VILLA HERMOSA E-5;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;15:40:00;BELLO HORIZONTE E-4;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;7:20:00;DIVINO ROSTRO E-19;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;0:06:00;URB. VILLA DEL RÍO E-19;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;39;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;2:48:00;AGROPOLIS E-7;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;18:02:00;DANUBIO AZUL E-5;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Domingo;1:42:00;LUCERO ALTO E-19;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
11/12/2016;CUNDINAMARCA;EL COLEGIO;Domingo;0:00:00;CHAPINERO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;76;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;25245000;1
11/12/2016;CUNDINAMARCA;GIRARDOT;Domingo;11:00:00;VER.BARZALOZA;RURAL;LOTE BALDIO;ARMA DE FUEGO;A PIE;A PIE;44;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25307000;1
11/12/2016;CUNDINAMARCA;PUERTO SALGAR;Domingo;20:00:00;VEREDA EL CHUNGEL;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;68;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;25572000;1
11/12/2016;CUNDINAMARCA;SILVANIA;Domingo;0:10:00;VER. AZAFRANAL;RURAL;TRAMO DE VIA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25743000;1
11/12/2016;CUNDINAMARCA;SOACHA;Domingo;19:30:00;LAS MARGARITAS;RURAL;LOTE BALDIO;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;-;-;NO REPORTA;-;-;25754000;1
11/12/2016;CUNDINAMARCA;SOACHA;Domingo;11:00:00;LOS PINOS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;61;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
11/12/2016;CUNDINAMARCA;SOACHA;Domingo;0:30:00;EL DANUBIO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
11/12/2016;CUNDINAMARCA;SOACHA;Domingo;0:30:00;EL DANUBIO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;UNION LIBRE;-;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
11/12/2016;CUNDINAMARCA;SOACHA;Domingo;16:55:00;LA ISLA;URBANA;PELUQUERIA Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
11/12/2016;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;Domingo;20:00:00;VER. VIENTO LIBRE;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;41;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;25843000;1
11/12/2016;HUILA;NEIVA (CT);Domingo;22:30:00;LA ISLA;URBANA;TIENDA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;54;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;41001000;1
11/12/2016;HUILA;NEIVA (CT);Domingo;16:20:00;ALBERTO GALINDO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;41001000;1
11/12/2016;MAGDALENA;ARACATACA;Domingo;4:00:00;SAMPUES      (C-2);URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;32;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;47053000;1
11/12/2016;META;PUERTO GAITÁN;Domingo;14:30:00;LA ESPERANZA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;50568000;1
11/12/2016;META;PUERTO LÓPEZ;Domingo;13:45:00;POLICARPA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50573000;1
11/12/2016;META;PUERTO LÓPEZ;Domingo;13:45:00;POLICARPA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50573000;1
11/12/2016;META;PUERTO LÓPEZ;Domingo;13:45:00;POLICARPA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50573000;1
11/12/2016;META;PUERTO LÓPEZ;Domingo;13:45:00;POLICARPA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;50573000;1
11/12/2016;NARIÑO;BARBACOAS;Domingo;19:40:00;EL JARDIN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52079000;1
11/12/2016;NARIÑO;EL CHARCO;Domingo;5:00:00;VEREDA MAGDALENA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;45;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52250000;1
11/12/2016;NARIÑO;EL CHARCO;Domingo;23:02:00;VEREDA BOCA DE NUTRIA;RURAL;PLAYA;ARMA DE FUEGO;A PIE;A PIE;43;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52250000;1
11/12/2016;NARIÑO;IPIALES;Domingo;8:05:00;LA FRONTERA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52356000;1
11/12/2016;NORTE DE SANTANDER;CÚCUTA (CT);Domingo;18:00:00;BARRIO OSPINA PEREZ;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;MASCULINO;SOLTERO;-;INDEPENDIENTE;-;PRIMARIA;54001000;1
11/12/2016;SANTANDER;SUCRE;Domingo;13:30:00;VRDA  ARCABUCO;RURAL;CARRETERA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;68773000;1
11/12/2016;TOLIMA;MELGAR;Domingo;12:10:00;CENTRO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;48;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73449000;1
11/12/2016;VALLE;ANSERMANUEVO;Domingo;10:00:00;CENTRO;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;39;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76041000;1
11/12/2016;VALLE;CALI (CT);Domingo;3:30:00;VILLA DEL PRADO - EL GUABITO E5;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;76001000;1
11/12/2016;VALLE;CALI (CT);Domingo;21:50:00;LLERAS CAMARGO E20;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
11/12/2016;VALLE;CALI (CT);Domingo;8:15:00;LOS CHORROS E18;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
11/12/2016;VALLE;CALI (CT);Domingo;10:05:00;SILOE E20;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
11/12/2016;VALLE;EL CERRITO;Domingo;2:30:00;EL CARMEN;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76248000;1
11/12/2016;VALLE;PALMIRA;Domingo;11:09:00;MOLINOS DE CONFANDI;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76520000;1
11/12/2016;VALLE;ROLDANILLO;Domingo;20:55:00;VIA ROLDANILLO - LA UNION;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76622000;1
11/12/2016;VALLE;TULUÁ;Domingo;7:56:00;Jorge Eliecer Gaitán;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76834000;1
12/12/2016;ANTIOQUIA;BETULIA;Lunes;19:05:00;LLANO GRANDE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;05093000;1
12/12/2016;ANTIOQUIA;CHIGORODÓ;Lunes;17:00:00;CHAMPITAS;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;MASCULINO;SOLTERO;-;EMPLEADO PARTICULAR;-;SECUNDARIA;05172000;1
12/12/2016;ANTIOQUIA;MEDELLÍN (CT);Lunes;1:45:00;LA CANDELARIA C-10;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;49;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;05001000;1
12/12/2016;ANTIOQUIA;MEDELLÍN (CT);Lunes;9:56:00;EL VELODROMO C-11;URBANA;APARTAMENTO;CONTUNDENTES;A PIE;A PIE;54;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;INGENIERÍA DE SISTEMAS;SUPERIOR;05001000;1
12/12/2016;ANTIOQUIA;MEDELLÍN (CT);Lunes;19:37:00;JESUS NAZARENO C-10;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;05001000;1
12/12/2016;ATLÁNTICO;BARRANQUILLA (CT);Lunes;3:35:00;CARRIZAL;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;08001000;1
12/12/2016;BOLÍVAR;SIMITÍ;Lunes;6:30:00;EL CENTRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13744000;1
12/12/2016;CALDAS;MANIZALES (CT);Lunes;17:30:00;BARRIO GALAN;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;64;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;17001000;1
12/12/2016;CAQUETÁ;VALPARAÍSO;Lunes;3:00:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;18860000;1
12/12/2016;CAUCA;POPAYÁN (CT);Lunes;10:12:00;VDA BAJO CHARCO;RURAL;LOTE BALDIO;CONTUNDENTES;PASAJERO VEHICULO;A PIE;26;FEMENINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;19001000;1
12/12/2016;CHOCÓ;BAHÍA SOLANO;Lunes;8:30:00;CHITRE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27075000;1
12/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;5:50:00;PIAMONTE E-7;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
12/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;6:40:00;ECHEVERRY E-7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
12/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;8:15:00;PATIO BONITO I E-8;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
12/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Lunes;8:15:00;PATIO BONITO I E-8;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
12/12/2016;NARIÑO;SAN ANDRES DE TUMACO;Lunes;15:00:00;PANTANO DE VARGAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52835000;1
12/12/2016;NORTE DE SANTANDER;OCAÑA;Lunes;16:00:00;CORREGIMIENTO AGUA CLARA;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;CONDUCTOR MOTOCICLETA;31;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;54498000;1
12/12/2016;NORTE DE SANTANDER;TOLEDO;Lunes;5:00:00;VEREDA MIRALINDO (CORREGIMIENTO SAMORE);RURAL;POTREROS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;54820000;1
12/12/2016;PUTUMAYO;PUERTO ASÍS;Lunes;12:30:00;BUENOS AIRES;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;42;MASCULINO;SOLTERO;COLOMBIA;LIDER CIVICO;-;PRIMARIA;86568000;1
12/12/2016;RISARALDA;PEREIRA (CT);Lunes;16:55:00;SAN MARCOS;URBANA;INTERIOR VEHICULO SERVICIO PUBLICO;ARMA DE FUEGO;PASAJERO MOTOCICLETA;PASAJERO TAXI;47;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;PRIMARIA;66001000;1
12/12/2016;TOLIMA;CHAPARRAL;Lunes;23:45:00;CARMENZA ROCHA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;44;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73168000;1
12/12/2016;VALLE;BUGALAGRANDE;Lunes;11:10:00;LA ESMERALDA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;FEMENINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76113000;1
12/12/2016;VALLE;CALI (CT);Lunes;23:20:00;BELLAVISTA E19;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
12/12/2016;VALLE;CALI (CT);Lunes;11:10:00;UNION DE VIVIENDA POPULAR E16;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
12/12/2016;VALLE;PRADERA;Lunes;0:50:00;SERREZUELA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76563000;1
12/12/2016;VALLE;TORO;Lunes;19:55:00;EL LAZARO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76823000;1
12/12/2016;VALLE;TULUÁ;Lunes;11:10:00;Las Nieves;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76834000;1
13/12/2016;ANTIOQUIA;BELLO;Martes;22:55:00;NAVARRA;URBANA;VIAS PUBLICAS;BOLSA PLASTICA;A PIE;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05088000;1
13/12/2016;ANTIOQUIA;BELLO;Martes;22:55:00;NAVARRA;URBANA;VIAS PUBLICAS;BOLSA PLASTICA;A PIE;A PIE;45;MASCULINO;CASADO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05088000;1
13/12/2016;ANTIOQUIA;MEDELLÍN (CT);Martes;4:40:00;ARANJUEZ  C-4;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;05001000;1
13/12/2016;ANTIOQUIA;MEDELLÍN (CT);Martes;15:05:00;SAN BENITO C-10;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;05001000;1
13/12/2016;ANTIOQUIA;MEDELLÍN (CT);Martes;12:39:00;AURES 1 C-7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05001000;1
13/12/2016;ANTIOQUIA;SAN RAFAEL;Martes;9:00:00;LOS TRONCOS;RURAL;QUEBRADA;CONTUNDENTES;A PIE;A PIE;23;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05667000;1
13/12/2016;ANTIOQUIA;TURBO;Martes;20:30:00;JESUS MORA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05837000;1
13/12/2016;ARAUCA;SARAVENA;Martes;17:45:00;4 DE DICIEMBRE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;24;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;81736000;1
13/12/2016;ARAUCA;SARAVENA;Martes;17:45:00;4 DE DICIEMBRE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;31;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;81736000;1
13/12/2016;ATLÁNTICO;BARRANQUILLA (CT);Martes;23:30:00;SAN FELIPE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;08001000;1
13/12/2016;CÓRDOBA;LORICA;Martes;20:00:00;LOS ANDES;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;A PIE;45;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;23417000;1
13/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Martes;21:40:00;SAN CARLOS TIBABUYES E-11;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
13/12/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Martes;0:45:00;SANTA RITA E-11;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
